ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_036230	Sicydium salvini	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Sicydiinae', 'Sicydium']	        tRNA [15596:15666](-) ['tRNA-Pro']	D-loop [15666:16501](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036232	Osteobrama belangeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Smiliogastrinae', 'Osteobrama']	        tRNA [15601:15672](-) ['tRNA-Pro']	D-loop [15672:16602](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036233	Ompok bimaculatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Siluridae', 'Ompok']	        tRNA [15548:15618](+) ['tRNA-Pro']	D-loop [15618:16482](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036234	Gloydius strauchi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Viperidae', 'Crotalinae', 'Gloydius']	        tRNA [3547:3610](-) ['tRNA-Pro']	D-loop [3610:4636](+) None	gene [4638:4711](+) None
NC_036234	Gloydius strauchi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Serpentes', 'Colubroidea', 'Viperidae', 'Crotalinae', 'Gloydius']	        tRNA [16096:16160](+) ['tRNA-Thr']	D-loop [16160:17224](+) None	tRNA [0:63](+) ['tRNA-Phe']
NC_036149	Comephorus dybowskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Cottales', 'Cottidae', 'Comephorus']	        tRNA [15605:15671](-) ['tRNA-Pro']	D-loop [15671:16527](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036148	Comephorus baikalensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Cottales', 'Cottidae', 'Comephorus']	        tRNA [15606:15673](-) ['tRNA-Pro']	D-loop [15673:16530](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036264	Spheniscus magellanicus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Sphenisciformes', 'Spheniscidae', 'Spheniscus']	        tRNA [15519:15590](+) ['tRNA-Glu']	D-loop [15590:16546](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_033912	Castor canadensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Castorimorpha', 'Castoridae', 'Castor']	        tRNA [15370:15438](-) ['tRNA-Pro']	D-loop [15437:16185](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036349	Gymnocypris scleracanthus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Schizopygopsinae', 'Gymnocypris']	        tRNA [15671:15741](-) ['tRNA-Pro']	misc_feature [15741:16679](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_035309	Hippotragus leucophaeus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Hippotraginae', 'Hippotragus']	        tRNA [15355:15421](-) ['tRNA-Pro']	misc_feature [15421:16354](+) None	tRNA [0:66](+) ['tRNA-Phe']
NC_036263	Anopheles dirus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Culicoidea', 'Culicidae', 'Anophelinae', 'Anopheles']	        rRNA [14040:14838](-) ['12S ribosomal RNA']	misc_feature [14838:15406](+) None	tRNA [0:68](+) ['tRNA-Ile']
NC_036296	Maiestas dorsalis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Auchenorrhyncha', 'Membracoidea', 'Cicadellidae', 'Deltocephalinae', 'Deltocephalini', 'Maiestas']	        rRNA [13699:14444](-) ['12S ribosomal RNA']	D-loop [14444:15352](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_036297	Spheniscus mendiculus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Sphenisciformes', 'Spheniscidae', 'Spheniscus']	        tRNA [15518:15589](+) ['tRNA-Glu']	D-loop [15587:16367](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036298	Japananus hyalinus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Auchenorrhyncha', 'Membracoidea', 'Cicadellidae', 'Deltocephalinae', 'Japananus']	        rRNA [13764:14516](-) ['12S ribosomal RNA']	D-loop [14516:15364](+) None	tRNA [0:67](+) ['tRNA-Ile']
NC_036299	Pleuronichthys japonicus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Pleuronectidae', 'Pleuronichthys']	        tRNA [15623:15693](-) ['tRNA-Pro']	D-loop [15693:17325](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036301	Discogobio longibarbatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Labeoninae', "'Semilabeonini'", 'Discogobio']	        tRNA [15588:15658](-) ['tRNA-Pro']	D-loop [15658:16594](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036329	Atractosteus tristoechus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Holostei', 'Semionotiformes', 'Lepisosteidae', 'Atractosteus']	        tRNA [15683:15753](-) ['tRNA-Pro']	D-loop [15753:>16290](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036330	Tadarida teniotis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Molossidae', 'Tadarida']	        tRNA [15366:15432](-) ['tRNA-Pro']	D-loop [15434:16869](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036331	Tadarida latouchei	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Molossidae', 'Tadarida']	        tRNA [15370:15436](-) ['tRNA-Pro']	D-loop [15440:16784](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036337	Spheniscus humboldti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Sphenisciformes', 'Spheniscidae', 'Spheniscus']	        tRNA [15521:15592](-) ['tRNA-Glu']	D-loop [15592:16658](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036344	Gelochelidon nilotica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Laridae', 'Gelochelidon']	        tRNA [15478:15550](-) ['tRNA-Glu']	misc_feature [15550:16748](+) None	repeat_region [15550:16748](+) None
NC_036348	Electrona carlsbergi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Myctophata', 'Myctophiformes', 'Myctophidae', 'Electrona']	        tRNA [16074:16148](-) ['tRNA-Pro']	D-loop [16148:18138](+) None	gene [18138:18198](+) None
NC_036353	Pteroptyx maipo	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Elateriformia', 'Elateroidea', 'Lampyridae', 'Luciolinae', 'Pteroptyx']	        rRNA [13834:14577](-) ['12S ribosomal RNA']	D-loop [14577:16127](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_036369	Otocyon megalotis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Otocyon']	        tRNA [15651:15717](-) ['tRNA-Pro']	D-loop [15717:16431](+) None	tRNA [259:328](+) ['tRNA-Phe']
NC_036385	Lepomis auritus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Centrarchoidei', 'Centrarchidae', 'Lepomis']	        tRNA [15585:15656](-) ['tRNA-Pro']	D-loop [15656:16501](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036386	Pylodictis olivaris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Ictaluridae', 'Pylodictis']	        tRNA [15543:15614](-) ['tRNA-Pro']	D-loop [15614:16508](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036391	Ameiurus natalis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Ictaluridae', 'Ameiurus']	        tRNA [15549:15620](-) ['tRNA-Pro']	D-loop [15620:16513](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036392	Salvelinus namaycush	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Salmoninae', 'Salvelinus']	        tRNA [15591:15661](-) ['tRNA-Pro']	D-loop [15661:16653](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036393	Coregonus artedi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Coregoninae', 'Coregonus']	        tRNA [15590:15660](-) ['tRNA-Pro']	D-loop [15660:16820](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036396	Lonchura leucosticta	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15515:15587](-) ['tRNA-Glu']	misc_feature [15587:16833](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036397	Lonchura caniceps	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15507:15579](-) ['tRNA-Glu']	misc_feature [15579:16826](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036398	Lonchura castaneothorax	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15502:15574](-) ['tRNA-Glu']	misc_feature [15574:16823](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036399	Lonchura flaviprymna	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15503:15575](-) ['tRNA-Glu']	misc_feature [15575:16824](+) None	misc_feature [15641:15646](+) None
NC_036400	Lonchura forbesi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15504:15576](-) ['tRNA-Glu']	misc_feature [15576:16823](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036402	Lonchura hunsteini	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15504:15576](-) ['tRNA-Glu']	misc_feature [15576:16823](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036403	Lonchura grandis x Lonchura castaneothorax	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15504:15576](-) ['tRNA-Glu']	misc_feature [15576:16826](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036404	Lonchura melaena	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15503:15575](-) ['tRNA-Glu']	misc_feature [15575:16824](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036405	Lonchura nevermanni	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15503:15575](-) ['tRNA-Glu']	misc_feature [15575:16824](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036406	Lonchura nigerrima	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15507:15579](-) ['tRNA-Glu']	misc_feature [15579:16826](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036407	Lonchura spectabilis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15506:15578](-) ['tRNA-Glu']	misc_feature [15578:16825](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036408	Lonchura stygia	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Estrildinae', 'Lonchura']	        tRNA [15507:15579](-) ['tRNA-Glu']	misc_feature [15579:16826](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036410	Mahasena oolona	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Tineoidea', 'Psychidae', 'Oiketicinae', 'Mahasena']	        rRNA [13084:13876](-) ['12S ribosomal RNA']	D-loop [13876:14604](+) None	gene [14604:14672](+) None
NC_036415	Delphinus delphis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Delphinidae', 'Delphinus']	        tRNA [15403:15470](-) ['tRNA-Pro']	D-loop [15473:16382](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_036419	Rhinolophus yunnanensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Rhinolophidae', 'Rhinolophinae', 'Rhinolophus']	        tRNA [15376:15443](-) ['tRNA-Pro']	D-loop [15444:16864](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_036420	Acipenser dabryanus x Acipenser schrenckii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Chondrostei', 'Acipenseriformes', 'Acipenseridae', 'Acipenser']	        tRNA [15642:15712](-) ['tRNA-Pro']	D-loop [15712:16439](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036421	Saccopteryx leptura	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Emballonuridae', 'Emballonurinae', 'Saccopteryx']	        tRNA [15376:15442](-) ['tRNA-Pro']	D-loop [15442:16577](+) None	tRNA [1:70](+) ['tRNA-Phe']
NC_036428	Sarcophaga formosensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Oestroidea', 'Sarcophagidae', 'Sarcophaga', 'Boettcherisca']	        rRNA [14019:14802](-) ['12S ribosomal RNA']	D-loop [14802:14926](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_036429	Eurythenes maldoror	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Peracarida', 'Amphipoda', 'Amphilochidea', 'Lysianassida', 'Lysianassidira', 'Lysianassoidea', 'Lysianassidae', 'Eurythenes']	        tRNA [9042:9102](-) ['tRNA-Tyr']	misc_feature [9102:9253](-) None	gene [9253:9316](-) None
NC_036433	Manis crassicaudata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Pholidota', 'Manidae', 'Manis']	        tRNA [15343:15410](-) ['tRNA-Pro']	D-loop [15410:16572](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_036434	Manis culionensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Pholidota', 'Manidae', 'Manis']	        tRNA [15346:15413](-) ['tRNA-Pro']	D-loop [15413:16573](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036383	Tor malabaricus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Torinae', 'Tor']	        tRNA [15581:15649](-) ['tRNA-Pro']	D-loop [15649:16580](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036430	Muntiacus putaoensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Muntiacinae', 'Muntiacus']	        tRNA [15367:15435](-) ['tRNA-Pro']	D-loop [15435:16349](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036388	Lepomis punctatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Centrarchiformes', 'Centrarchoidei', 'Centrarchidae', 'Lepomis']	        tRNA [15587:15657](-) ['tRNA-Pro']	D-loop [15657:16512](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036508	Macaca radiata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Cercopithecidae', 'Cercopithecinae', 'Macaca']	        tRNA [15406:15474](-) ['tRNA-Pro']	D-loop [15474:16563](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_036750	Caryanda elegans	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Orthoptera', 'Caelifera', 'Acrididea', 'Acridomorpha', 'Acridoidea', 'Acrididae', 'Caryandinae', 'Caryanda']	        rRNA [14048:14882](-) ['12S ribosomal RNA']	D-loop [14882:15459](+) None	tRNA [0:65](+) ['tRNA-Ile']
NC_036765	Neoris haraldi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Bombycoidea', 'Saturniidae', 'Saturniinae', 'Saturniini', 'Neoris']	        rRNA [14190:14966](-) ['12S ribosomal RNA']	stem_loop [14966:15383](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_036767	Iriatherina werneri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Atheriniformes', 'Melanotaeniidae', 'Iriatherina']	        tRNA [15577:15646](-) ['tRNA-Pro']	D-loop [15646:16526](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_036768	Atherinomorus lacunosus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Atheriniformes', 'Atherinidae', 'Atherininae', 'Atherinomorus']	        tRNA [15608:15678](-) ['tRNA-Pro']	D-loop [15678:16552](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_036480	Trocnadella arisana	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Auchenorrhyncha', 'Membracoidea', 'Cicadellidae', 'Iassinae', 'Trocnadella']	        rRNA [13449:14156](-) ['12S ribosomal RNA']	D-loop [14156:15131](+) None	tRNA [0:69](-) ['tRNA-Gln']
NC_036481	Episyrphus balteatus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Syrphoidea', 'Syrphidae', 'Syrphinae', 'Syrphini', 'Episyrphus']	        rRNA [14242:15046](-) ['12S ribosomal RNA']	D-loop [15046:16175](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_036482	Eupeodes corollae	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Syrphoidea', 'Syrphidae', 'Syrphinae', 'Syrphini', 'Eupeodes', 'Eupeodes']	        rRNA [14211:15006](-) ['12S ribosomal RNA']	D-loop [15006:15326](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_036484	Triuncina daii	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Bombycoidea', 'Bombycidae', 'Bombycinae', 'Triuncina']	        rRNA [14258:15121](-) ['12S ribosomal RNA']	D-loop [15121:15482](+) None	tRNA [0:67](+) ['tRNA-Met']
