ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_029209.1	Phyllocoptes taishanensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Chelicerata', 'Arachnida', 'Acari', 'Acariformes', 'Trombidiformes', 'Prostigmata', 'Eupodina', 'Eriophyoidea', 'Eriophyidae', 'Phyllocoptinae', 'Phyllocoptini', 'Phyllocoptes']	        rRNA [11306:12310](+) ['16S ribosomal RNA']	misc_feature [12310:12357](+) None	tRNA [12357:12412](+) ['tRNA-Trp']
NC_029215.1	Calliphora chinghaiensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Oestroidea', 'Calliphoridae', 'Calliphorinae', 'Calliphora']	        rRNA [14042:14827](-) ['small subunit ribosomal RNA']	D-loop [14827:15269](+) None	tRNA [65:135](-) ['tRNA-Gln']
NC_029216.1	Thymallus mertensii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Thymallinae', 'Thymallus']	        tRNA [16592:16662](-) ['tRNA-Pro']	D-loop [0:1004](+) None	tRNA [1004:1072](+) ['tRNA-Phe']
NC_029222.1	Priacanthus macracanthus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Priacanthiformes', 'Priacanthidae', 'Priacanthus']	        tRNA [15901:15973](-) ['tRNA-Pro']	D-loop [15973:17003](+) None	tRNA [0:71](+) ['tRNA-Phe']
NC_029223.1	Paralichthys lethostigma	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Paralichthyidae', 'Paralichthys']	        tRNA [15650:15723](-) ['tRNA-Pro']	D-loop [15723:16843](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029224.1	Blaptica dubia	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Dictyoptera', 'Blattodea', 'Blaberoidea', 'Blaberidae', 'Blaberinae', 'Blaptica']	        rRNA [14160:14974](-) ['12S ribosomal RNA']	misc_feature [14974:17340](+) None	tRNA [0:70](+) ['tRNA-Ile']
NC_029225.1	Opisthoplatia orientalis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Dictyoptera', 'Blattodea', 'Blaberoidea', 'Blaberidae', 'Epilamprinae', 'Opisthoplatia']	        rRNA [13977:14757](-) ['12S ribosomal RNA']	misc_feature [14757:18724](+) None	tRNA [0:65](+) ['tRNA-Ile']
NC_029226.1	Longpotamon xiushuiense	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Potamoidea', 'Potamidae', 'Longpotamon']	        tRNA [18392:18460](-) ['tRNA-Tyr']	misc_feature [0:860](+) None	rRNA [925:2235](-) ['16S ribosomal RNA']
NC_029228.1	Amblychaeturichthys hexanema	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Gobionellinae', 'Amblychaeturichthys']	        tRNA [16106:16177](-) ['tRNA-Pro']	D-loop [16977:17865](+) None	tRNA [1014:1086](+) ['tRNA-Val']
NC_029229.1	Motacilla alba	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Motacillidae', 'Motacilla']	        tRNA [16754:16826](-) ['tRNA-Glu']	misc_feature [0:1244](+) None	tRNA [1244:1311](+) ['tRNA-Phe']
NC_029230.1	Anoplophora chinensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Chrysomeloidea', 'Cerambycidae', 'Lamiinae', 'Lamiini', 'Anoplophora']	        tRNA [12464:12529](-) ['tRNA-Leu']	D-loop [14674:15805](-) None	tRNA [0:69](+) ['tRNA-Ile']
NC_029231.1	Tylototriton kweichowensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Salamandroidea', 'Salamandridae', 'Pleurodelinae', 'Tylototriton']	        tRNA [15918:15990](-) ['tRNA-Pro']	D-loop [15990:16727](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029234.1	Yongeichthys criniger	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Gobiinae', 'Yongeichthys']	        tRNA [15580:15650](-) ['tRNA-Pro']	D-loop [15650:16627](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029237.1	Paracanthurus hepatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Acanthuriformes', 'Acanthuridae', 'Paracanthurus']	        tRNA [15597:15667](-) ['tRNA-Pro']	D-loop [15667:16498](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029242.1	Claea dabryi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Nemacheilidae', 'Claea']	        tRNA [15586:15656](-) ['tRNA-Pro']	D-loop [15656:16569](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029249.1	Toxabramis swinhonis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Xenocyprididae', 'Xenocypridinae', 'Toxabramis']	        tRNA [15616:15686](-) ['tRNA-Pro']	D-loop [15686:16622](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029250.1	Amolops loloensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Ranoidea', 'Ranidae', 'Amolops']	        tRNA [14320:14389](-) ['tRNA-Glu']	D-loop [15534:18926](+) None	tRNA [0:72](+) ['tRNA-Leu']
NC_029252.1	Rhinogobius cliffordpopei	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Gobionellinae', 'Rhinogobius']	        tRNA [15604:15680](-) ['tRNA-Pro']	D-loop [15680:15865](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029193.1	Lobesia botrana	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Tortricoidea', 'Tortricidae', 'Olethreutinae', 'Olethreutini', 'Lobesia']	        rRNA [12714:13490](-) ['12S ribosomal RNA']	D-loop [13490:13776](+) None	tRNA [13776:13843](+) ['tRNA-Met']
NC_029320.1	Redigobius bikolanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Gobionellinae', 'Redigobius']	        tRNA [15576:15646](-) ['tRNA-Pro']	D-loop [15646:16464](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029323.1	Pseudorhombus dupliciocellatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Paralichthyidae', 'Pseudorhombus']	        tRNA [15629:15700](-) ['tRNA-Pro']	D-loop [15700:16621](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029324.1	Okamejei hollandi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Batoidea', 'Rajiformes', 'Rajidae', 'Okamejei']	        tRNA [15594:15663](-) ['tRNA-Pro']	D-loop [15663:16974](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029325.1	Tamiops maritimus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Sciuromorpha', 'Sciuridae', 'Callosciurinae', 'Callosciurini', 'Tamiops']	        tRNA [15391:15460](-) ['tRNA-Pro']	D-loop [15460:16523](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029326.1	Titanodula formosana	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Dictyoptera', 'Mantodea', 'Eumantodea', 'Mantoidea', 'Mantidae', 'Hierodulinae', 'Titanodula']	        rRNA [14623:15426](-) ['12S ribosomal RNA']	misc_feature [15426:16266](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_029327.1	Oedaleus infernalis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Orthoptera', 'Caelifera', 'Acrididea', 'Acridomorpha', 'Acridoidea', 'Acrididae', 'Oedipodinae', 'Oedaleus']	        rRNA [14025:14854](-) ['12S ribosomal RNA']	D-loop [14854:15898](+) None	tRNA [0:63](+) ['tRNA-Ile']
NC_029328.1	Synthliboramphus wumizusume	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Alcidae', 'Synthliboramphus']	        tRNA [15485:15556](-) ['tRNA-Glu']	D-loop [15556:16714](+) None	tRNA [1043:1114](+) ['tRNA-Val']
NC_029329.1	Crocidura lasiura	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Eulipotyphla', 'Soricidae', 'Crocidurinae', 'Crocidura']	        tRNA [15399:15464](-) ['tRNA-Pro']	D-loop [15464:17364](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_029330.1	Triplophysa venusta	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Nemacheilidae', 'Triplophysa']	        tRNA [16504:16574](-) ['tRNA-Pro']	misc_feature [0:919](+) None	tRNA [919:988](+) ['tRNA-Phe']
NC_029340.1	Callipepla squamata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Odontophoridae', 'Callipepla']	        tRNA [1814:1882](-) ['tRNA-Glu']	D-loop [1889:3034](+) None	tRNA [3034:3106](+) ['tRNA-Phe']
NC_029341.1	Phoxinus semotilus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Phoxininae', 'Phoxinus']	        tRNA [15600:15670](-) ['tRNA-Pro']	D-loop [15670:16605](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029342.1	Myotis bombinus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Myotis']	        tRNA [15403:15469](-) ['tRNA-Pro']	D-loop [15469:17128](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029343.1	Pictichromis paccagnellae	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Pseudochromidae', 'Pseudochrominae', 'Pictichromis']	        tRNA [15624:15697](-) ['tRNA-Pro']	D-loop [15697:16976](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029344.1	Passer ammodendri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Passeridae', 'Passer']	        tRNA [15507:15579](-) ['tRNA-Glu']	misc_feature [15579:16782](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029346.1	Myotis myotis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Myotis']	        tRNA [15394:15460](-) ['tRNA-Pro']	D-loop [15461:17213](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029348.1	Toxabramis houdemeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Xenocyprididae', 'Xenocypridinae', 'Toxabramis']	        tRNA [15611:15681](-) ['tRNA-Pro']	D-loop [15681:16613](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029349.1	Hippocampus kelloggi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Syngnathiaria', 'Syngnathiformes', 'Syngnathoidei', 'Syngnathidae', 'Hippocampus']	        tRNA [15587:15657](-) ['tRNA-Pro']	D-loop [15657:16536](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_029350.1	Hippocampus spinosissimus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Syngnathiaria', 'Syngnathiformes', 'Syngnathoidei', 'Syngnathidae', 'Hippocampus']	        tRNA [15582:15652](-) ['tRNA-Pro']	D-loop [15652:16530](+) None	tRNA [0:72](+) ['tRNA-Phe']
NC_029359.1	Falco rusticolus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Falconiformes', 'Falconidae', 'Falco']	        tRNA [14864:14933](+) ['tRNA-Thr']	D-loop [14933:16606](+) None	tRNA [16606:16675](-) ['tRNA-Pro']
NC_029359.1	Falco rusticolus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Falconiformes', 'Falconidae', 'Falco']	        tRNA [17215:17286](-) ['tRNA-Glu']	D-loop [17286:18218](+) None	tRNA [0:73](+) ['tRNA-Phe']
NC_029360.1	Sturnus vulgaris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sturnidae', 'Sturnus']	        tRNA [15488:15560](-) ['tRNA-Glu']	misc_feature [15560:16793](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029361.1	Moloha majora	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Dromiacea', 'Homoloidea', 'Homolidae', 'Moloha']	        rRNA [12631:13457](-) ['12S ribosomal RNA']	D-loop [13457:14494](+) None	tRNA [14494:14560](+) ['tRNA-Ile']
NC_029368.1	Periophthalmus argentilineatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Oxudercinae', 'Periophthalmus']	        tRNA [15599:15669](-) ['tRNA-Pro']	D-loop [15669:16509](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029369.1	Mauremys nigricans	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Geoemydidae', 'Geoemydinae', 'Mauremys']	        tRNA [15457:15526](-) ['tRNA-Pro']	D-loop [15526:16779](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_029375.1	Epomophorus gambianus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Megachiroptera', 'Pteropodidae', 'Pteropodinae', 'Epomophorini-Myonycterini lineage', 'Epomophorini', 'Epomophorus']	        tRNA [15381:15448](-) ['tRNA-Pro']	D-loop [15448:16702](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029376.1	Lagocephalus inermis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Tetraodontiformes', 'Tetradontoidea', 'Tetraodontidae', 'Lagocephalus']	        tRNA [15562:15632](-) ['tRNA-Pro']	D-loop [15632:16493](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029377.1	Buteo hemilasius	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Buteo']	        tRNA [14801:14871](+) ['tRNA-Thr']	misc_feature [16340:16570](+) None	CDS [16607:17126](-) ['NADH dehydrogenase subunit 6']
NC_029380.1	Aulonocara stuartgranti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Aulonocara']	        tRNA [15628:15698](-) ['tRNA-Pro']	D-loop [15698:16587](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029381.1	Tlacuatzin canescens	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Tlacuatzin']	        tRNA [15417:15485](-) ['tRNA-Pro']	D-loop [15485:16460](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029382.1	Zebrias crossolepis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Soleidae', 'Zebrias']	        tRNA [15603:15674](-) ['tRNA-Pro']	D-loop [15674:16775](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029383.1	Larus vegae	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Laridae', 'Larus']	        tRNA [15492:15565](-) ['tRNA-Glu']	D-loop [15664:16379](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029384.1	Ninox scutulata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Strigiformes', 'Strigidae', 'Ninox']	        tRNA [15473:15546](-) ['tRNA-Glu']	D-loop [15546:16208](+) None	tRNA [0:67](+) ['tRNA-Phe']
NC_029385.1	Lefua costata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Nemacheilidae', 'Lefua']	        tRNA [15583:15653](-) ['tRNA-Pro']	D-loop [15653:16579](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029386.1	Tecia solanivora	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Gelechioidea', 'Gelechiidae', 'Gelechiinae', 'Tecia']	        rRNA [14156:14919](-) ['small subunit ribosomal RNA']	D-loop [14919:15251](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_029387.1	Squalidus multimaculatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Hemibarbus-Squalidus clade', 'Squalidus']	        tRNA [15602:15672](-) ['tRNA-Pro']	D-loop [15672:16597](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029388.1	Hemiculter eigenmanni	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Xenocyprididae', 'Xenocypridinae', 'Hemiculter']	        tRNA [15619:15689](-) ['tRNA-Pro']	D-loop [15689:16626](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029389.1	Priacanthus tayenus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Priacanthiformes', 'Priacanthidae', 'Priacanthus']	        tRNA [15874:15946](-) ['tRNA-Pro']	D-loop [15946:16866](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_029399.1	Cephaloscyllium umbratile	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Galeomorphii', 'Galeoidea', 'Carcharhiniformes', 'Scyliorhinidae', 'Cephaloscyllium']	        tRNA [15570:15639](-) ['tRNA-Pro']	D-loop [15639:16698](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029400.1	Hemigaleus microstoma	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Galeomorphii', 'Galeoidea', 'Carcharhiniformes', 'Hemigaleidae', 'Hemigaleus']	        tRNA [15565:15634](-) ['tRNA-Pro']	D-loop [15634:16701](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_029402.1	Trochalopteron affine	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Leiothrichidae', 'Trochalopteron']	        tRNA [14823:14892](+) ['tRNA-Thr']	misc_feature [14896:16031](+) None	CDS [16105:16624](-) ['NADH dehydrogenase subunit 6']
NC_029402.1	Trochalopteron affine	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Leiothrichidae', 'Trochalopteron']	        tRNA [16625:16697](-) ['tRNA-Glu']	misc_feature [16698:17856](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_029403.1	Paguma larvata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Viverridae', 'Paradoxurinae', 'Paguma']	        tRNA [15384:15450](-) ['tRNA-Pro']	D-loop [15450:16710](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_029405.1	Taenioides anguillaris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Amblyopinae', 'Taenioides']	        tRNA [15591:15661](-) ['tRNA-Pro']	D-loop [15661:16974](+) None	tRNA [0:68](+) ['tRNA-Phe']
