ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
NC_065747	Lycosa shansia	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Chelicerata', 'Arachnida', 'Araneae', 'Araneomorphae', 'Entelegynae', 'Lycosoidea', 'Lycosidae', 'Lycosa']	        tRNA [13590:13654](-) ['tRNA-Gln']	D-loop [13654:14638](+) None	tRNA [0:66](+) ['tRNA-Met']
NC_065748	Lycosa singoriensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Chelicerata', 'Arachnida', 'Araneae', 'Araneomorphae', 'Entelegynae', 'Lycosoidea', 'Lycosidae', 'Lycosa']	        tRNA [13566:13613](-) ['tRNA-Gln']	D-loop [13613:13686](+) None	tRNA [0:63](+) ['tRNA-Met']
NC_065749	Chionomys roberti	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Arvicolinae', 'Chionomys']	        tRNA [15331:15399](-) ['tRNA-Pro']	D-loop [15399:16300](+) None	tRNA [0:66](+) ['tRNA-Phe']
NC_065750	Chionomys nivalis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Arvicolinae', 'Chionomys']	        tRNA [15331:15398](-) ['tRNA-Pro']	D-loop [15398:16295](+) None	tRNA [0:66](+) ['tRNA-Phe']
NC_065758	Hierodula maculata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Dictyoptera', 'Mantodea', 'Eumantodea', 'Mantoidea', 'Mantidae', 'Hierodulinae', 'Hierodula']	        rRNA [14302:15100](-) ['12S ribosomal RNA']	D-loop [15100:15772](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_065759	Tenodera angustipennis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Dictyoptera', 'Mantodea', 'Eumantodea', 'Mantoidea', 'Mantidae', 'Mantinae', 'Polyspilotini', 'Tenodera']	        rRNA [14003:14819](-) ['12S ribosomal RNA']	D-loop [14819:15401](+) None	tRNA [0:67](+) ['tRNA-Ile']
NC_065760	Statilia maculata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Dictyoptera', 'Mantodea', 'Eumantodea', 'Mantoidea', 'Mantidae', 'Mantinae', 'Mantini', 'Statilia']	        rRNA [14301:15091](-) ['12S ribosomal RNA']	D-loop [15091:15747](+) None	tRNA [0:65](+) ['tRNA-Ile']
NC_065761	Statilia flavobrunnea	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Dictyoptera', 'Mantodea', 'Eumantodea', 'Mantoidea', 'Mantidae', 'Mantinae', 'Mantini', 'Statilia']	        rRNA [14001:14794](-) ['12S ribosomal RNA']	D-loop [14794:15445](+) None	tRNA [0:65](+) ['tRNA-Ile']
NC_065762	Salvelinus drjagini	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Salmoninae', 'Salvelinus']	        tRNA [15590:15660](-) ['tRNA-Pro']	D-loop [15660:16655](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_065765	Ramisyllis kingghidorahi	['Eukaryota', 'Metazoa', 'Spiralia', 'Lophotrochozoa', 'Annelida', 'Polychaeta', 'Errantia', 'Phyllodocida', 'Syllidae', 'Ramisyllis']	        source [0:16517](+) None	misc_feature [0:822](+) None	gene [822:889](+) None
NC_065769	Pseudalbara parvula	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Drepanoidea', 'Drepanidae', 'Drepaninae', 'Pseudalbara']	        rRNA [14179:14961](-) ['12S ribosomal RNA']	D-loop [14961:15304](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_065770	Agnidra scabiosa	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Drepanoidea', 'Drepanidae', 'Drepaninae', 'Agnidra']	        rRNA [14303:15079](-) ['12S ribosomal RNA']	D-loop [15079:15461](+) None	tRNA [0:67](+) ['tRNA-Met']
NC_065772	Strophopteryx fasciata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Plecoptera', 'Nemouroidea', 'Taeniopterygidae', 'Brachypterainae', 'Strophopteryx']	        rRNA [14023:14820](-) ['12S ribosomal RNA']	misc_feature [14820:15527](+) None	tRNA [0:67](+) ['tRNA-Ile']
NC_065783	Tapinoma ibericum	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Aculeata', 'Formicoidea', 'Formicidae', 'Dolichoderinae', 'Tapinoma']	        rRNA [14583:15374](-) ['12S ribosomal RNA']	misc_feature [15374:15715](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_065787	Mazama bororo	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Odocoileinae', 'Mazama']	        tRNA [15363:15429](-) ['tRNA-Pro']	misc_feature [15429:16430](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065788	Mazama nana	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Odocoileinae', 'Mazama']	        tRNA [15363:15429](-) ['tRNA-Pro']	misc_feature [15429:16427](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065799	Epeorus gibbus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Ephemeroptera', 'Setisura', 'Heptageniidae', 'Epeorus']	        rRNA [14024:14807](-) ['12S ribosomal RNA']	D-loop [14807:15839](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_065800	Epeorus unispinosus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Ephemeroptera', 'Setisura', 'Heptageniidae', 'Epeorus']	        rRNA [14025:14807](-) ['12S ribosomal RNA']	D-loop [14807:15849](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_065801	Epeorus aculeatus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Ephemeroptera', 'Setisura', 'Heptageniidae', 'Epeorus']	        rRNA [14063:14846](-) ['12S ribosomal RNA']	D-loop [14846:15451](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_065802	Epeorus bispinosus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Ephemeroptera', 'Setisura', 'Heptageniidae', 'Epeorus']	        rRNA [14064:14847](-) ['12S ribosomal RNA']	D-loop [14847:15452](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_065803	Epeorus rhithralis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Ephemeroptera', 'Setisura', 'Heptageniidae', 'Epeorus']	        rRNA [14062:14845](-) ['12S ribosomal RNA']	D-loop [14845:15447](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_065804	Epeorus alexandri	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Ephemeroptera', 'Setisura', 'Heptageniidae', 'Epeorus']	        rRNA [14049:14833](-) ['12S ribosomal RNA']	D-loop [14833:15836](+) None	tRNA [0:65](+) ['tRNA-Ile']
NC_065805	Epeorus psi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Ephemeroptera', 'Setisura', 'Heptageniidae', 'Epeorus']	        rRNA [14050:14834](-) ['12S ribosomal RNA']	D-loop [14834:15654](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_065810	Chaetodon modestus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Chaetodontiformes', 'Chaetodontidae', 'Chaetodon']	        tRNA [15598:15668](-) ['tRNA-Pro']	D-loop [15668:16490](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065811	Chaetodon nippon	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Chaetodontiformes', 'Chaetodontidae', 'Chaetodon']	        tRNA [15586:15656](-) ['tRNA-Pro']	D-loop [15656:16507](+) None	tRNA [0:60](+) ['tRNA-Phe']
NC_065812	Chaetodon auriga	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Chaetodontiformes', 'Chaetodontidae', 'Chaetodon']	        tRNA [15591:15662](-) ['tRNA-Pro']	D-loop [15662:16527](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065813	Pseudorhombus pentophthalmus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Paralichthyidae', 'Pseudorhombus']	        tRNA [15620:15691](-) ['tRNA-Pro']	D-loop [15691:16684](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065824	Ischyja manlia	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Noctuoidea', 'Erebidae', 'Erebinae', 'Ischyja']	        rRNA [14517:15343](-) ['12S ribosomal RNA']	D-loop [15344:15720](+) None	tRNA [98:166](+) ['tRNA-Met']
NC_065825	Rusicada privata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Noctuoidea', 'Erebidae', 'Scoliopteryginae', 'Rusicada']	        source [0:15563](+) None	D-loop [304:15482](-) None	gene [349:415](+) None
NC_065827	Cephalopholis leopardus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Serranoidei', 'Serranidae', 'Epinephelinae', 'Epinephelini', 'Cephalopholis']	        tRNA [15635:15705](-) ['tRNA-Pro']	D-loop [15705:16585](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_065828	Cephalopholis spiloparaea	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Serranoidei', 'Serranidae', 'Epinephelinae', 'Epinephelini', 'Cephalopholis']	        tRNA [15637:15707](-) ['tRNA-Pro']	D-loop [15707:16587](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_065829	Epinephelus hexagonatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Serranoidei', 'Serranidae', 'Epinephelinae', 'Epinephelini', 'Epinephelus']	        tRNA [15630:15700](-) ['tRNA-Pro']	D-loop [15700:16872](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065830	Cryptoperla kawasawai	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Plecoptera', 'Perloidea', 'Peltoperlidae', 'Peltoperlinae', 'Cryptoperla']	        rRNA [14085:14894](-) ['12S ribosomal RNA']	misc_feature [14894:15832](+) None	tRNA [0:67](+) ['tRNA-Ile']
NC_065831	Peltoperlopsis sagittata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Plecoptera', 'Perloidea', 'Peltoperlidae', 'Peltoperlinae', 'Peltoperlopsis']	        rRNA [14059:14855](-) ['12S ribosomal RNA']	misc_feature [14855:15756](+) None	tRNA [0:68](+) ['tRNA-Ile']
NC_065870	Vietnamella sinensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Ephemeroptera', 'Pannota', 'Ephemerellidae', 'Vietnamella']	        rRNA [13867:14659](-) ['12S ribosomal RNA']	D-loop [14659:15674](+) None	tRNA [0:64](+) ['tRNA-Ile']
NC_065980	Hemaris radians	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Bombycoidea', 'Sphingidae', 'Macroglossinae', 'Dilophonotini', 'Hemaris']	        rRNA [14342:15154](-) ['12S ribosomal RNA']	D-loop [15154:15436](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_065986	Barilius ardens	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Chedrinae', 'Barilius']	        tRNA [15552:15622](-) ['tRNA-Pro']	D-loop [15622:16523](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065987	Opsarius canarensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Chedrinae', 'Opsarius']	        tRNA [15549:15619](-) ['tRNA-Pro']	D-loop [15619:16524](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065988	Opsarius pulchellus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Chedrinae', 'Opsarius']	        tRNA [15558:15628](-) ['tRNA-Pro']	D-loop [15628:16554](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065998	Atkinsoniella zizhongi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Auchenorrhyncha', 'Membracoidea', 'Cicadellidae', 'Cicadellinae', 'Cicadellini', 'Atkinsoniella']	        rRNA [13563:14373](-) ['12S ribosomal RNA']	misc_feature [14373:16483](+) None	tRNA [0:63](+) ['tRNA-Ile']
NC_066040	Onychostoma ovale	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Acrossocheilinae', 'Onychostoma']	        tRNA [15587:15657](-) ['tRNA-Pro']	D-loop [15657:16602](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_066054	Tetragonula pagdeni	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Aculeata', 'Apoidea', 'Apidae', 'Tetragonula']	        tRNA [15178:15247](+) ['tRNA-Gly']	D-loop [15247:16061](-) None	tRNA [0:69](-) ['tRNA-Lys']
NC_066057	Brillia bifasciata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Chironomoidea', 'Chironomidae', 'Brillia']	        rRNA [14292:15139](-) ['12S ribosomal RNA']	C_region [15139:15802](+) None	tRNA [0:69](+) ['tRNA-Ile']
NC_066058	Brillia brevicornis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Chironomoidea', 'Chironomidae', 'Brillia']	        rRNA [14294:15144](-) ['12S ribosomal RNA']	C_region [15144:15847](+) None	tRNA [0:69](+) ['tRNA-Ile']
NC_066059	Thienemanniella nipponica	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Chironomoidea', 'Chironomidae', 'Thienemanniella']	        rRNA [14720:15582](-) ['12S ribosomal RNA']	C_region [15582:16319](+) None	tRNA [0:69](+) ['tRNA-Ile']
NC_066072	Pseudopimelodus schultzi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Pseudopimelodidae', 'Pseudopimelodus']	        tRNA [15579:15649](-) ['tRNA-Pro']	D-loop [15649:16455](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_066085	Littoraria ardouiniana	['Eukaryota', 'Metazoa', 'Spiralia', 'Lophotrochozoa', 'Mollusca', 'Gastropoda', 'Caenogastropoda', 'Littorinimorpha', 'Littorinoidea', 'Littorinidae', 'Littoraria']	        tRNA [12647:12718](+) ['tRNA-Phe']	D-loop [12719:13622](+) None	gene [13625:14405](+) None
NC_066220	Poeciliopsis monacha x P. lucida	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Poeciliidae', 'Poeciliinae', 'Poeciliopsis']	        tRNA [15727:15797](-) ['tRNA-Pro']	D-loop [15770:16812](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_066221	Poeciliopsis monacha x P. monacha x P. lucida	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Poeciliidae', 'Poeciliinae', 'Poeciliopsis']	        tRNA [15727:15797](-) ['tRNA-Pro']	D-loop [15770:16812](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_066222	Poeciliopsis monacha x P. lucida x P. lucida	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Poeciliidae', 'Poeciliinae', 'Poeciliopsis']	        tRNA [15727:15797](-) ['tRNA-Pro']	D-loop [15770:16812](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_066224	Poeciliopsis monacha x P. lucida x P. viriosa	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Poeciliidae', 'Poeciliinae', 'Poeciliopsis']	        tRNA [15728:15798](-) ['tRNA-Pro']	D-loop [15771:16813](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_066231	Parabembras curta	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Platycephaloidei', 'Parabembridae', 'Parabembras']	        tRNA [15594:15665](-) ['tRNA-Pro']	D-loop [15855:16485](+) None	tRNA [0:68](+) ['tRNA-Phe']
NC_060686	Parupeneus indicus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Syngnathiaria', 'Syngnathiformes', 'Mulloidea', 'Mullidae', 'Parupeneus']	        tRNA [15616:15686](-) ['tRNA-Pro']	D-loop [15617:16514](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_062603	Parupeneus heptacanthus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Syngnathiaria', 'Syngnathiformes', 'Mulloidea', 'Mullidae', 'Parupeneus']	        tRNA [15724:15796](+) ['tRNA-Thr']	D-loop [15795:16707](+) None	gene [15795:15865](-) None
NC_065982	Squalidus iijimae	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Hemibarbus-Squalidus clade', 'Squalidus']	        tRNA [15608:15678](-) ['tRNA-Pro']	misc_feature [15678:16602](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065989	Opsarius bernatziki	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Chedrinae', 'Opsarius']	        tRNA [15561:15631](-) ['tRNA-Pro']	D-loop [15631:16787](+) None	tRNA [0:69](+) ['tRNA-Phe']
NC_065995	Hemigrapsus sinensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Varunidae', 'Hemigrapsus']	        tRNA [9842:9915](-) ['tRNA-Val']	D-loop [9915:10583](+) None	gene [10583:10652](-) None
NC_066046	Cteniopinus ruber	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Tenebrionidae', 'Alleculinae', 'Cteniopinus']	        rRNA [13944:14729](-) ['12S ribosomal RNA']	D-loop [14729:16010](+) None	tRNA [0:64](+) ['tRNA-Ile']
NC_066052	Illeis koebelei	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Coccinelloidea', 'Coccinellidae', 'Coccinellinae', 'Coccinellini', 'Illeis']	        rRNA [14209:14952](-) ['12S ribosomal RNA']	misc_feature [14952:17054](+) None	tRNA [0:69](+) ['tRNA-Ile']
NC_066073	Carollia brevicauda	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Phyllostomidae', 'Carolliinae', 'Carollia']	        tRNA [15369:15436](-) ['tRNA-Pro']	D-loop [15436:16708](+) None	tRNA [0:70](+) ['tRNA-Phe']
NC_066078	Harpalus discrepans	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Adephaga', 'Caraboidea', 'Carabidae', 'Harpalinae', 'Harpalini', 'Harpalus']	        source [0:16027](+) None	D-loop [754:15800](-) None	gene [755:820](+) None
NC_066079	Harpalus anxius	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Adephaga', 'Caraboidea', 'Carabidae', 'Harpalinae', 'Harpalini', 'Harpalus']	        rRNA [14058:14847](-) ['12S ribosomal RNA']	D-loop [14847:16429](+) None	tRNA [0:66](+) ['tRNA-Ile']
NC_066080	Harpalus griseus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Adephaga', 'Caraboidea', 'Carabidae', 'Harpalinae', 'Harpalini', 'Harpalus']	        source [0:16972](+) None	D-loop [718:16634](-) None	gene [719:784](+) None
NC_066087	Pygospila tyres	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Pyraloidea', 'Crambidae', 'Spilomelinae', 'Pygospila']	        rRNA [14176:14949](-) ['12S ribosomal RNA']	D-loop [14966:15252](+) None	tRNA [0:68](+) ['tRNA-Met']
NC_066088	Marumba saishiuana	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Bombycoidea', 'Sphingidae', 'Smerinthinae', 'Smerinthini', 'Marumba']	        tRNA [6420:6490](+) ['tRNA-Glu']	D-loop [6482:6622](+) None	gene [6615:6683](-) None
